time_s,servo_angle,ball_position
6.18,-2.96390951915581,244.535274981743
6.19,-2.96393653309389,244.474552212132
6.2,-4.54915353068134,244.419611146833
6.21,-4.54921156956666,244.37192548241
6.22,-4.54926960845198,244.333070583818
6.23,-4.54932764733729,244.304705840947
6.24,-4.54938568622261,244.288112920373
6.25,-2.26526328020451,244.284130083181
6.26,-2.26533486719619,244.293024816822
6.27,-2.26540645418788,244.314068032244
6.28,-2.26547804117956,244.345829984808
6.29,-2.26554962817124,244.387033879906
6.3,1.95161383000644,244.436794566999
6.31,1.95155750946314,244.494046535085
6.32,1.95150118891984,244.556557080581
6.33,1.95144486837654,244.621146576496
6.34,1.95138854783324,244.68513933799
6.35,4.52473757237272,244.746709574798
6.36,4.5247122433302,244.804344714046
6.37,4.52468691428768,244.856136610142
6.38,4.52466158524516,244.89978754707
6.39,4.52463625620264,244.933461006345
6.4,3.36592212724896,244.955928081987
6.41,3.36591772005716,244.966443648232
6.42,3.36591331286536,244.964913733875
6.43,3.36590890567356,244.951730581039
6.44,3.36590449848176,244.927324884789
6.45,-0.534546277897703,244.892021024846
6.46,-0.534557075795219,244.846505043208
6.47,-0.534567873692734,244.792632666673
6.48,-0.53457867159025,244.733166765581
6.49,-0.534589469487765,244.670532663666
6.5,-3.98051924581145,244.60645406574
6.51,-3.98055860040488,244.542582321019
6.52,-3.98059795499831,244.481294363679
6.53,-3.98063730959173,244.425484006772
6.54,-3.98067666418516,244.377498826562
6.55,-4.04942125468081,244.338911785255
6.56,-4.04948736350228,244.31080342221
6.57,-4.04955347232376,244.293903595212
6.58,-4.04961958114523,244.288717133525
6.59,-4.04968568996671,244.295573109366
6.6,-0.672546378246639,244.314675830896
6.61,-0.672614910663549,244.345742122093
6.62,-0.672683443080459,244.387282357982
6.63,-0.67275197549737,244.436918043413
6.64,-0.67282050791428,244.49259136695
6.65,3.28717073412089,244.552883489675
6.66,3.28712602246985,244.616419865143
6.67,3.28708131081882,244.680891404683
6.68,3.28703659916779,244.743181995619
6.69,3.28699188751676,244.800717077661
6.7,4.49488384373043,244.851754798277
6.71,4.49486901921026,244.894962963571
6.72,4.49485419469008,244.929027887935
6.73,4.49483937016991,244.952590072259
6.74,4.49482454564974,244.964602530549
6.75,2.02235630569564,244.964369594659
6.76,2.0223527426551,244.951664460099
6.77,2.02234917961457,244.927203557153
6.78,2.02234561657404,244.892439395688
6.79,2.0223420535335,244.84871141619
6.8,-2.09843087773676,244.796990501311
