time_s,ball_grey,servo_grey,ball_black,servo_black,Kp,Ki,Kd
7.77,244.997040771798,0.000236812520682645,251.043247851074,0,-1,0,-0.75
7.78,244.997082805696,0.000235348027416715,251.091408693382,0,-1,0,-0.75
7.79,244.99712424864,0.000232469499849297,251.139758319183,0,-1,0,-0.75
7.8,244.997165090556,0.000228234182259322,251.18829672787,0,-1,0,-0.75
7.81,244.997205322845,0.000222744555884243,251.237023918858,0,-1,0,-0.75
7.82,244.997244938903,0.000216143217642247,251.285939891579,0,-1,0,-0.75
7.83,244.99728393453,0.000208606573522792,251.335044645489,0,-1,0,-0.75
7.84,244.997322308255,0.000200337621493025,251.384338180058,0,-1,0,-0.75
7.85,244.997360061542,0.000191558093916719,251.433820494776,0,-1,0,-0.75
7.86,244.997397198893,0.000182500243994414,251.48349158915,0,-1,0,-0.75
7.87,244.997433727836,0.000173398571035991,251.533351462704,0,-1,0,-0.75
7.88,244.997469658809,0.000164481763874904,251.583400114977,0,-1,0,-0.75
7.89,244.997505004945,0.000155965147541614,251.633637545526,0,-1,0,-0.75
7.9,244.997539781773,0.000148043842102707,251.68406375392,0,-1,0,-0.75
7.91,244.99757400684,0.000140886851681953,251.734678739745,0,-1,0,-0.75
7.92,244.997607699279,0.000134632263382227,251.785482502599,0,-1,0,-0.75
7.93,244.997640879337,0.000129383666717163,251.836475042097,0,-1,0,-0.75
7.94,244.99767356787,0.00012520785358566,251.887656357862,0,-1,0,-0.75
7.95,244.997705785844,0.000122133878818482,251.939026449535,0,-1,0,-0.75
7.96,244.997737553838,0.000120153417441366,251.990585316765,0,-1,0,-0.75
7.97,244.997768891582,0.000119222368823607,252.042332959216,0,-1,0,-0.75
7.98,244.99779981753,0.000119263644051969,252.094269376561,0,-1,0,-0.75
7.99,244.997830348496,0.000120170942210555,252.146394568486,0,-1,0,-0.75
8,244.99786049935,0.000121813402728369,252.198708534686,0,-1,0,-0.75
8.01,244.997890282792,0.000124040906996518,252.251211274869,0,-1,0,-0.75
8.02,244.997919709201,0.000126689859797627,252.303902788748,0,-1,0,-0.75
8.03,244.997948786569,0.000129589205329286,252.356783076052,0,-1,0,-0.75
8.04,244.997977520516,0.000132566487621606,252.409852136513,0,-1,0,-0.75
8.05,244.998005914374,0.000135453734543535,252.463109969878,0,-1,0,-0.75
8.06,244.998033969355,0.000138092978403438,252.516556575897,0,-1,0,-0.75
8.07,244.998061684775,0.000140341245355602,252.570191954332,0,-1,0,-0.75
8.08,244.998089058329,0.000142074854466089,252.624016104953,0,-1,0,-0.75
8.09,244.998116086415,0.000143192895564014,252.678029027537,0,-1,0,-0.75
8.1,244.998142764486,0.000143619824683625,252.732230721867,0,-1,0,-0.75
8.11,244.998169087415,0.000143307104451693,252.786621187736,0,-1,0,-0.75
8.12,244.998195049869,0.000142233857019087,252.841200424943,0,-1,0,-0.75
8.13,244.998220646667,0.000140406566004044,252.895968433293,0,-1,0,-0.75
8.14,244.99824587313,0.000137857864558595,252.950925212599,0,-1,0,-0.75
8.15,244.998270725385,0.000134644468943219,253.006070762679,0,-1,0,-0.75
8.16,244.998295200635,0.000130844376229827,253.061405083359,0,-1,0,-0.75
8.17,244.998319297382,0.000126553442157767,253.116928174469,0,-1,0,-0.75
8.18,244.998343015594,0.000121881478406787,253.172640035845,0,-1,0,-0.75
8.19,244.99836635681,0.000116948008326327,253.228540667331,0,-1,0,-0.75
8.2,244.998389324192,0.000111877858785229,253.284630068772,0,-1,0,-0.75
8.21,244.998411922515,0.000106796716351899,253.340908240022,0,-1,0,-0.75
8.22,244.998434158098,0.000101826831723919,253.397375180938,0,-1,0,-0.75
8.23,244.998456038689,9.70829874518482e-05,253.454030891382,0,-1,0,-0.75
8.24,244.998477573296,9.26688541369803e-05,253.510875371223,0,-1,0,-0.75
8.25,244.998498771988,8.86738726535779e-05,253.567908620331,0,-1,0,-0.75
8.26,244.998519645655,8.51707239349132e-05,253.625130638582,0,-1,0,-0.75
8.27,244.998540205758,8.22134572047491e-05,253.682541425856,0,-1,0,-0.75
8.28,244.998560464055,7.98363138017392e-05,253.740140982038,0,-1,0,-0.75
8.29,244.998580432334,7.80532819530822e-05,253.797929307016,0,-1,0,-0.75
8.3,244.99860012215,7.68583274748697e-05,253.855906400681,0,-1,0,-0.75
8.31,244.998619544573,7.62263265983475e-05,253.91407226293,0,-1,0,-0.75
8.32,244.998638709968,7.61145891204102e-05,253.972426893661,0,-1,0,-0.75
8.33,244.998657627797,7.64649297480295e-05,254.030970292777,0,-1,0,-0.75
8.34,244.99867630646,7.72061951863933e-05,254.089702460184,0,-1,0,-0.75
8.35,244.998694753179,7.82571337652211e-05,254.148623395791,0,-1,0,-0.75
8.36,244.99871297392,7.95295101170559e-05,254.207733099509,0,-1,0,-0.75
8.37,244.99873097336,8.0931335844314e-05,254.267031571255,0,-1,0,-0.75
8.38,244.998748754896,8.23701242609616e-05,254.326518810946,0,-1,0,-0.75
8.39,244.998766320701,8.37560307047906e-05,254.386194818502,0,-1,0,-0.75
8.4,244.998783671807,8.50047964320588e-05,254.446059593848,0,-1,0,-0.75
8.41,244.998800808236,8.60404065577132e-05,254.506113136909,0,-1,0,-0.75
8.42,244.998817729146,8.67973497804811e-05,254.566355447615,0,-1,0,-0.75
8.43,244.998834433005,8.72224677266598e-05,254.626786525895,0,-1,0,-0.75
8.44,244.998850917785,8.72762909409895e-05,254.687406371683,0,-1,0,-0.75
8.45,244.998867181155,8.69338933569257e-05,254.748214984915,0,-1,0,-0.75
8.46,244.998883220682,8.61851939076071e-05,254.809212365529,0,-1,0,-0.75
8.47,244.998899034025,8.50347562107142e-05,254.870398513464,0,-1,0,-0.75
8.48,244.998914619118,8.35011099411781e-05,254.931773428662,0,-1,0,-0.75
8.49,244.998929974335,8.16155984751067e-05,254.993337111068,0,-1,0,-0.75
8.5,244.998945098631,7.94208568777564e-05,255.055089560627,4.18680660764855,-1,0,-0.75
8.51,244.998959991662,7.69689501680898e-05,255.116563307424,4.72709431719194,-1,0,-0.75
8.52,244.998974653867,7.43192519223846e-05,255.175851287721,4.62244980999598,-1,0,-0.75
8.53,244.998989086529,7.15361789503052e-05,255.229841908482,4.27913846555038,-1,0,-0.75
8.54,244.999003291796,6.86867956572468e-05,255.275788170365,3.72175781160783,-1,0,-0.75
8.55,244.999017272673,6.58384552707726e-05,255.311976764331,3.02612131177156,-1,0,-0.75
8.56,244.999031032986,6.30564939570141e-05,255.337587552215,2.25839664348943,-1,0,-0.75
8.57,244.999044577316,6.04020761443497e-05,255.352625030114,1.48043587257529,-1,0,-0.75
8.58,244.999057910908,5.7930266876859e-05,255.357778687154,0.744302965124697,-1,0,-0.75
8.59,244.999071039559,5.56883799163398e-05,255.354295164189,0.0930309418407604,-1,0,-0.75
8.6,244.999083969494,5.37146487431734e-05,255.343823555363,-0.441547106611455,-1,0,-0.75
8.61,244.999096707228,5.20372422556851e-05,255.328249233592,-0.839824899207283,-1,0,-0.75
8.62,244.999109259418,5.06736752753005e-05,255.309520939785,-1.09510109575172,-1,0,-0.75
8.63,244.999121632723,4.96305846411559e-05,255.28949197829,-1.21268013380282,-1,0,-0.75
8.64,244.999133833659,4.8903899539729e-05,255.269791719882,-1.20772766073023,-1,0,-0.75
8.65,244.999145868471,4.84793551152244e-05,255.251738319071,-1.10226674175812,-1,0,-0.75
8.66,244.999157743009,4.83333365366625e-05,255.236294290832,-0.922007827135271,-1,0,-0.75
8.67,244.999169462627,4.84340123989755e-05,255.224060271473,-0.69349118039627,-1,0,-0.75
8.68,244.999181032102,4.87427092537204e-05,255.215298728569,-0.441816989242412,-1,0,-0.75
8.69,244.999192455567,4.92154589437814e-05,255.209978606827,-0.189030523834967,-1,0,-0.75
8.7,244.999203736476,4.98046797189132e-05,255.207832571003,0.0468798842042271,-1,0,-0.75
8.71,244.999214877588,5.04609148492997e-05,255.208419810803,0.252462795797414,-1,0,-0.75
8.72,244.999225880969,5.11345687073293e-05,255.211188769096,0.418860641072262,-1,0,-0.75
